Year,Origin County,Dest County,Dest County Na,Returns, Exemptions ,AGI
2009,97,151,Henry County,58,124,2027
2009,97,77,Coweta County,53,107,2099
2009,97,57,Cherokee County,42,74,1423
2009,97,15,Bartow County,30,58,838
2009,97,117,Forsyth County,22,54,1463
2009,97,113,Fayette County,20,38,894
2009,97,247,Rockdale County,18,46,470
2009,97,217,Newton County,16,38,531
2009,97,139,Hall County,13,35,515
2009,113,77,Coweta County,521,1060,24606
2009,113,121,Fulton County,403,723,16365
2009,113,63,Clayton County,244,505,6467
2009,113,67,Cobb County,147,226,5908
2009,113,89,Dekalb County,122,203,4111
2009,113,151,Henry County,108,207,3575
2009,113,255,Spalding County,79,158,3513
2009,113,135,Gwinnett County,65,137,2324
2009,113,57,Cherokee County,25,43,899
2009,113,97,Douglas County,20,36,706
2009,113,223,Paulding County,16,31,398
2009,113,139,Hall County,13,25,305
2009,113,45,Carroll County,12,20,299
2009,113,247,Rockdale County,11,22,395
2009,117,121,Fulton County,662,1128,41936
2009,117,135,Gwinnett County,364,726,16507
2009,117,139,Hall County,183,388,7147
2009,117,57,Cherokee County,159,294,7392
2009,117,67,Cobb County,152,263,8479
2009,117,89,Dekalb County,129,208,6545
2009,117,13,Barrow County,19,33,534
2009,117,223,Paulding County,18,39,599
2009,117,151,Henry County,16,39,638
2009,117,297,Walton County,15,33,536
2009,117,77,Coweta County,11,19,232
2009,117,113,Fayette County,10,18,199
2009,121,89,Dekalb County,8207,14169,331956
2009,121,67,Cobb County,4236,7232,199598
2009,121,63,Clayton County,3413,7486,78130
2009,121,135,Gwinnett County,2665,4991,107564
2009,121,117,Forsyth County,1285,2621,87706
2009,121,57,Cherokee County,786,1417,42694
2009,121,97,Douglas County,677,1415,22114
2009,121,151,Henry County,556,1126,17093
2009,121,77,Coweta County,365,784,14309
2009,121,113,Fayette County,352,719,15083
2009,121,223,Paulding County,182,345,6444
2009,121,247,Rockdale County,169,337,5245
2009,121,139,Hall County,151,237,6956
2009,121,217,Newton County,131,248,3695
2009,121,45,Carroll County,82,153,2381
2009,121,255,Spalding County,67,137,2296
2009,121,15,Bartow County,54,96,1740
2009,121,297,Walton County,48,83,1700
2009,121,13,Barrow County,44,78,1275
2009,135,89,Dekalb County,3680,7246,121888
2009,135,121,Fulton County,2794,4978,114391
2009,135,67,Cobb County,995,1861,38450
2009,135,13,Barrow County,882,1859,32720
2009,135,139,Hall County,848,1732,36275
2009,135,297,Walton County,638,1402,28458
2009,135,117,Forsyth County,538,1223,37651
2009,135,63,Clayton County,331,759,7974
2009,135,247,Rockdale County,197,438,6026
2009,135,57,Cherokee County,195,416,11533
2009,135,151,Henry County,174,352,5868
2009,135,217,Newton County,171,354,5696
2009,135,97,Douglas County,127,277,4219
2009,135,223,Paulding County,81,180,2800
2009,135,77,Coweta County,68,141,3161
2009,135,45,Carroll County,64,134,1617
2009,135,113,Fayette County,49,107,2478
2009,135,15,Bartow County,40,89,1767
2009,135,255,Spalding County,33,68,1449
2009,139,135,Gwinnett County,689,1458,26770
2009,139,117,Forsyth County,205,445,7653
2009,139,121,Fulton County,168,236,6123
2009,139,13,Barrow County,125,256,5505
2009,139,89,Dekalb County,110,196,4886
2009,139,67,Cobb County,62,105,1986
2009,139,57,Cherokee County,39,80,1339
2009,139,297,Walton County,22,44,579
2009,139,63,Clayton County,20,47,371
2009,139,45,Carroll County,18,25,561
2009,139,15,Bartow County,15,42,580
2009,139,151,Henry County,15,35,410
2009,139,77,Coweta County,11,25,495
2009,151,63,Clayton County,1151,2477,29512
2009,151,121,Fulton County,603,1129,21175
2009,151,89,Dekalb County,479,896,15461
2009,151,255,Spalding County,348,751,14309
2009,151,67,Cobb County,228,406,9646
2009,151,135,Gwinnett County,166,341,5635
2009,151,217,Newton County,126,248,4527
2009,151,113,Fayette County,125,300,6115
2009,151,77,Coweta County,115,267,5692
2009,151,247,Rockdale County,96,208,3450
2009,151,97,Douglas County,49,94,1571
2009,151,57,Cherokee County,34,63,1354
2009,151,45,Carroll County,33,72,1375
2009,151,223,Paulding County,28,52,1260
2009,151,297,Walton County,24,55,1060
2009,151,117,Forsyth County,23,68,1203
2009,151,139,Hall County,19,41,1048
2009,151,15,Bartow County,16,38,573
2009,217,247,Rockdale County,551,1307,15232
2009,217,89,Dekalb County,409,840,10286
2009,217,135,Gwinnett County,184,383,6193
2009,217,297,Walton County,180,401,5578
2009,217,121,Fulton County,166,311,4327
2009,217,151,Henry County,127,268,4408
2009,217,63,Clayton County,70,146,1664
2009,217,67,Cobb County,67,125,2226
2009,217,57,Cherokee County,18,42,807
2009,217,139,Hall County,17,42,772
2009,217,77,Coweta County,16,29,246
2009,217,97,Douglas County,15,40,432
2009,217,13,Barrow County,11,31,387
2009,217,45,Carroll County,10,17,156
2009,223,67,Cobb County,1041,2031,37441
2009,223,97,Douglas County,310,682,13483
2009,223,121,Fulton County,186,341,6371
2009,223,45,Carroll County,185,415,5821
2009,223,15,Bartow County,156,348,4732
2009,223,57,Cherokee County,113,231,4341
2009,223,89,Dekalb County,91,169,2784
2009,223,135,Gwinnett County,69,136,2384
2009,223,63,Clayton County,27,52,704
2009,223,151,Henry County,27,58,1218
2009,223,117,Forsyth County,21,39,1027
2009,223,77,Coweta County,17,37,979
2009,223,113,Fayette County,13,28,377
2009,223,139,Hall County,10,19,505
2009,247,217,Newton County,796,1833,25073
2009,247,89,Dekalb County,603,1183,17089
2009,247,135,Gwinnett County,239,487,8135
2009,247,121,Fulton County,212,370,7976
2009,247,151,Henry County,128,308,4371
2009,247,297,Walton County,122,288,4460
2009,247,67,Cobb County,81,160,3021
2009,247,63,Clayton County,75,139,2324
2009,247,57,Cherokee County,15,31,650
2009,247,77,Coweta County,15,32,1006
2009,247,13,Barrow County,12,24,273
2009,247,97,Douglas County,12,20,451
2009,247,139,Hall County,10,25,381
2009,247,255,Spalding County,10,22,273
2009,255,151,Henry County,311,713,9051
2009,255,63,Clayton County,180,426,4142
2009,255,121,Fulton County,78,155,2118
2009,255,113,Fayette County,49,85,1288
2009,255,77,Coweta County,46,98,1199
2009,255,67,Cobb County,37,58,973
2009,255,89,Dekalb County,35,57,599
2009,255,135,Gwinnett County,21,38,765
2009,255,217,Newton County,17,38,532
2009,255,45,Carroll County,10,15,244
2009,297,135,Gwinnett County,415,810,13452
2009,297,217,Newton County,196,441,5512
2009,297,13,Barrow County,133,271,4173
2009,297,89,Dekalb County,106,190,3796
2009,297,247,Rockdale County,83,157,2191
2009,297,121,Fulton County,76,116,2299
2009,297,67,Cobb County,32,50,1225
2009,297,139,Hall County,27,57,907
2009,297,151,Henry County,20,51,206
2009,297,63,Clayton County,15,36,339
2009,297,117,Forsyth County,12,15,474
2010,13,135,Gwinnett County,499,1083,15130
2010,13,297,Walton County,119,267,3082
2010,13,139,Hall County,95,210,2945
2010,13,121,Fulton County,56,90,1422
2010,13,89,Dekalb County,45,72,1407
2010,13,67,Cobb County,27,38,1081
2010,13,117,Forsyth County,22,43,703
2010,13,217,Newton County,16,30,404
2010,13,57,Cherokee County,15,27,384
2010,13,247,Rockdale County,14,42,238
2010,13,63,Clayton County,13,19,233
2010,13,151,Henry County,10,28,482
2010,15,67,Cobb County,452,943,14644
2010,15,57,Cherokee County,190,414,5397
2010,15,223,Paulding County,164,338,4998
2010,15,121,Fulton County,72,120,2464
2010,15,89,Dekalb County,44,77,1073
2010,15,135,Gwinnett County,35,71,861
2010,15,97,Douglas County,19,42,554
2010,15,63,Clayton County,18,35,302
2010,15,45,Carroll County,15,30,454
2010,15,117,Forsyth County,10,25,702
2010,45,97,Douglas County,444,934,14312
2010,45,223,Paulding County,182,414,5889
2010,45,67,Cobb County,169,301,4433
2010,45,121,Fulton County,132,201,3445
2010,45,77,Coweta County,92,205,2796
2010,45,89,Dekalb County,88,138,2106
2010,45,135,Gwinnett County,57,104,1242
2010,45,63,Clayton County,44,102,916
2010,45,15,Bartow County,26,51,819
2010,45,57,Cherokee County,25,47,787
2010,45,139,Hall County,17,38,507
2010,45,113,Fayette County,16,41,408
2010,45,117,Forsyth County,15,28,446
2010,45,151,Henry County,15,26,593
2010,45,247,Rockdale County,13,30,311
2010,57,67,Cobb County,1350,2418,46123
2010,57,121,Fulton County,579,1074,24571
2010,57,15,Bartow County,207,411,6276
2010,57,135,Gwinnett County,195,366,6349
2010,57,89,Dekalb County,164,251,5150
2010,57,117,Forsyth County,164,322,6763
2010,57,223,Paulding County,133,270,4612
2010,57,139,Hall County,37,60,866
2010,57,97,Douglas County,31,59,1018
2010,57,151,Henry County,23,53,951
2010,57,63,Clayton County,22,43,379
2010,57,45,Carroll County,20,52,754
2010,57,77,Coweta County,15,26,537
2010,57,13,Barrow County,14,26,415
2010,57,113,Fayette County,10,27,719
2010,57,297,Walton County,10,21,386
2010,63,121,Fulton County,3603,7449,82935
2010,63,151,Henry County,1824,4160,54063
2010,63,89,Dekalb County,1413,2786,32149
2010,63,67,Cobb County,548,1099,14591
2010,63,113,Fayette County,442,1100,17261
2010,63,135,Gwinnett County,435,963,11629
2010,63,255,Spalding County,200,450,5255
2010,63,77,Coweta County,161,365,5526
2010,63,97,Douglas County,136,301,3661
2010,63,247,Rockdale County,105,236,2917
2010,63,217,Newton County,71,157,2025
2010,63,223,Paulding County,37,62,912
2010,63,45,Carroll County,34,76,696
2010,63,57,Cherokee County,34,66,915
2010,63,117,Forsyth County,25,75,748
2010,63,297,Walton County,21,46,495
2010,63,139,Hall County,16,41,402
2010,63,15,Bartow County,12,22,196
2010,67,121,Fulton County,4641,7853,194001
2010,67,57,Cherokee County,1795,3344,74670
2010,67,89,Dekalb County,1731,2792,61722
2010,67,223,Paulding County,1587,3271,59913
2010,67,97,Douglas County,1052,2423,32498
2010,67,135,Gwinnett County,1028,2000,35116
2010,67,15,Bartow County,440,880,14707
2010,67,63,Clayton County,420,887,9670
2010,67,117,Forsyth County,205,436,13671
2010,67,151,Henry County,163,306,4854
2010,67,45,Carroll County,156,334,5393
2010,67,77,Coweta County,84,150,3187
2010,67,113,Fayette County,84,167,4477
2010,67,139,Hall County,68,137,3771
2010,67,247,Rockdale County,67,128,2334
2010,67,217,Newton County,44,100,1491
2010,67,13,Barrow County,28,50,905
2010,67,297,Walton County,25,48,569
2010,67,255,Spalding County,24,45,1313
2010,77,121,Fulton County,355,706,11511
2010,77,113,Fayette County,280,625,10893
2010,77,63,Clayton County,135,306,3014
2010,77,45,Carroll County,99,257,2851
2010,77,67,Cobb County,90,153,3046
2010,77,151,Henry County,69,148,2399
2010,77,89,Dekalb County,66,99,2204
2010,77,135,Gwinnett County,58,106,2004
2010,77,97,Douglas County,43,83,1522
2010,77,255,Spalding County,38,81,1115
2010,77,223,Paulding County,26,54,974
2010,77,117,Forsyth County,13,22,644
2010,77,57,Cherokee County,11,30,670
2010,89,121,Fulton County,8669,14731,341278
2010,89,135,Gwinnett County,5144,11097,169000
2010,89,67,Cobb County,1787,3190,74894
2010,89,63,Clayton County,1622,3374,37960
2010,89,247,Rockdale County,816,1797,24959
2010,89,151,Henry County,623,1339,20352
2010,89,217,Newton County,496,1090,14875
2010,89,117,Forsyth County,236,460,13395
2010,89,97,Douglas County,189,364,6133
2010,89,57,Cherokee County,158,262,7123
2010,89,297,Walton County,130,257,4168
2010,89,113,Fayette County,103,179,5421
2010,89,223,Paulding County,90,174,3225
2010,89,77,Coweta County,79,156,2916
2010,89,45,Carroll County,71,109,1877
2010,89,139,Hall County,70,141,2374
2010,89,13,Barrow County,62,113,2131
2010,89,255,Spalding County,42,68,1400
2010,89,15,Bartow County,34,69,1254
2010,97,67,Cobb County,943,2073,27356
2010,97,121,Fulton County,692,1336,18918
2010,97,45,Carroll County,460,936,13951
2010,97,223,Paulding County,388,825,12390
2010,97,89,Dekalb County,223,405,6239
2010,97,63,Clayton County,151,321,3715
2010,97,135,Gwinnett County,129,269,3810
2010,97,151,Henry County,67,146,2209
2010,97,77,Coweta County,44,87,1658
2010,97,15,Bartow County,32,75,1265
2010,97,57,Cherokee County,27,48,1308
2010,97,113,Fayette County,25,60,1796
2010,97,217,Newton County,21,45,689
2010,97,117,Forsyth County,18,39,777
2010,97,247,Rockdale County,15,44,769
2010,113,77,Coweta County,462,924,24855
2010,113,121,Fulton County,392,691,13792
2010,113,63,Clayton County,218,464,5888
2010,113,151,Henry County,135,264,5112
2010,113,67,Cobb County,123,188,5964
2010,113,89,Dekalb County,116,169,4582
2010,113,255,Spalding County,86,160,2874
2010,113,135,Gwinnett County,58,96,2478
2010,113,97,Douglas County,19,28,903
2010,113,45,Carroll County,17,25,301
2010,113,117,Forsyth County,16,36,927
2010,113,57,Cherokee County,12,19,664
2010,117,121,Fulton County,732,1361,38724
2010,117,135,Gwinnett County,426,807,16801
2010,117,139,Hall County,195,406,7196
2010,117,89,Dekalb County,168,273,8354
2010,117,67,Cobb County,149,242,5875
2010,117,57,Cherokee County,132,256,6357
2010,117,13,Barrow County,24,49,1055
2010,117,151,Henry County,22,61,491
2010,117,297,Walton County,22,53,696
2010,117,223,Paulding County,16,31,751
2010,117,63,Clayton County,15,34,389
2010,117,77,Coweta County,11,26,450
2010,117,113,Fayette County,11,31,704
2010,121,89,Dekalb County,8550,14467,320697
2010,121,67,Cobb County,4366,7481,187296
2010,121,63,Clayton County,3574,7679,77366
2010,121,135,Gwinnett County,2695,4953,101270
2010,121,117,Forsyth County,1255,2661,95178
2010,121,57,Cherokee County,697,1323,36419
2010,121,97,Douglas County,624,1217,19609
2010,121,151,Henry County,611,1186,19473
2010,121,113,Fayette County,610,1456,24484
2010,121,77,Coweta County,319,661,11084
2010,121,223,Paulding County,174,301,6151
2010,121,247,Rockdale County,170,294,6582
2010,121,217,Newton County,134,258,3925
2010,121,139,Hall County,121,223,6840
2010,121,45,Carroll County,90,165,2390
2010,121,15,Bartow County,67,116,2442
2010,121,297,Walton County,67,111,1960
2010,121,255,Spalding County,65,127,1877
2010,121,13,Barrow County,47,78,1212
2010,135,89,Dekalb County,3910,8235,114308
2010,135,121,Fulton County,3091,5675,124561
2010,135,67,Cobb County,958,1799,30560
2010,135,13,Barrow County,767,1637,25942
2010,135,139,Hall County,737,1548,31181
2010,135,117,Forsyth County,562,1228,30066
2010,135,297,Walton County,557,1167,21573
2010,135,63,Clayton County,397,897,8868
2010,135,247,Rockdale County,223,443,6248
2010,135,217,Newton County,182,353,5498
2010,135,151,Henry County,179,383,6005
2010,135,57,Cherokee County,173,322,7252
2010,135,97,Douglas County,110,229,3017
2010,135,77,Coweta County,61,124,2439
2010,135,223,Paulding County,56,111,2746
2010,135,45,Carroll County,55,124,1818
2010,135,15,Bartow County,37,89,1122
2010,135,113,Fayette County,33,77,1228
2010,135,255,Spalding County,18,38,886
2010,139,135,Gwinnett County,686,1374,22095
2010,139,117,Forsyth County,175,371,6558
2010,139,121,Fulton County,152,243,4708
2010,139,13,Barrow County,122,258,4046
2010,139,89,Dekalb County,114,201,3260
2010,139,67,Cobb County,75,118,2076
2010,139,57,Cherokee County,29,64,1144
2010,139,297,Walton County,25,42,532
2010,139,151,Henry County,22,43,733
2010,139,63,Clayton County,19,38,573
2010,139,15,Bartow County,13,24,338
2010,139,45,Carroll County,10,14,350
2010,139,77,Coweta County,10,15,269
2010,139,97,Douglas County,10,15,233
2010,139,113,Fayette County,10,25,322
2010,151,63,Clayton County,1110,2371,27703
2010,151,121,Fulton County,679,1187,24001
2010,151,89,Dekalb County,483,874,16963
2010,151,255,Spalding County,262,583,7311
2010,151,67,Cobb County,186,334,6467
2010,151,135,Gwinnett County,174,342,6113
2010,151,217,Newton County,142,303,4926
2010,151,113,Fayette County,119,265,5586
2010,151,77,Coweta County,107,222,4548
2010,151,247,Rockdale County,85,202,2836
2010,151,97,Douglas County,44,86,1368
2010,151,57,Cherokee County,33,63,1607
2010,151,297,Walton County,33,59,960
2010,151,45,Carroll County,27,59,818
2010,151,223,Paulding County,25,58,1109
2010,151,139,Hall County,20,41,700
2010,151,13,Barrow County,18,37,575
2010,151,15,Bartow County,15,38,544
2010,151,117,Forsyth County,15,36,836
2010,217,247,Rockdale County,610,1452,16247
2010,217,89,Dekalb County,372,745,5584
2010,217,297,Walton County,251,620,7164
2010,217,135,Gwinnett County,192,439,6383
2010,217,121,Fulton County,175,299,1312
2010,217,151,Henry County,106,218,3579
2010,217,67,Cobb County,66,119,2045
2010,217,63,Clayton County,62,136,1409
2010,217,13,Barrow County,19,51,499
2010,217,97,Douglas County,16,41,482
2010,217,255,Spalding County,13,23,364
2010,217,57,Cherokee County,10,29,438
2010,223,67,Cobb County,1012,2090,36878
2010,223,97,Douglas County,371,800,10496
2010,223,45,Carroll County,222,494,6842
2010,223,121,Fulton County,191,351,5677
2010,223,15,Bartow County,137,293,4124
2010,223,57,Cherokee County,132,266,4967
2010,223,89,Dekalb County,88,154,2898
2010,223,135,Gwinnett County,73,145,2467
2010,223,63,Clayton County,42,76,1013
2010,223,151,Henry County,31,58,972
2010,223,117,Forsyth County,20,43,1094
2010,223,77,Coweta County,16,32,357
2010,247,217,Newton County,675,1488,21005
2010,247,89,Dekalb County,536,1069,13496
2010,247,135,Gwinnett County,264,577,7716
2010,247,121,Fulton County,246,446,7934
2010,247,297,Walton County,141,329,4456
2010,247,151,Henry County,140,301,5215
2010,247,63,Clayton County,88,193,2054
2010,247,67,Cobb County,77,139,2601
2010,247,57,Cherokee County,16,27,699
2010,247,139,Hall County,16,24,1069
2010,247,13,Barrow County,14,33,323
2010,247,117,Forsyth County,11,22,776
2010,255,151,Henry County,321,707,8635
2010,255,63,Clayton County,187,408,4117
2010,255,121,Fulton County,80,150,2378
2010,255,113,Fayette County,57,111,1788
2010,255,77,Coweta County,41,93,1511
2010,255,89,Dekalb County,32,56,601
2010,255,67,Cobb County,29,47,787
2010,255,135,Gwinnett County,23,48,742
2010,255,97,Douglas County,15,36,393
2010,255,247,Rockdale County,12,23,329
2010,297,135,Gwinnett County,425,900,12941
2010,297,217,Newton County,214,474,6546
2010,297,13,Barrow County,153,325,4202
2010,297,247,Rockdale County,121,275,3368
2010,297,89,Dekalb County,103,203,2828
2010,297,121,Fulton County,93,152,2573
2010,297,67,Cobb County,28,44,709
2010,297,139,Hall County,27,53,789
2010,297,151,Henry County,24,41,697
2010,297,63,Clayton County,15,38,272
2010,297,57,Cherokee County,11,20,252
2011,13,135,Gwinnett County,586,1258,19608
2011,13,297,Walton County,140,361,3671
2011,13,139,Hall County,98,215,2815
2011,13,89,Dekalb County,57,89,1688
2011,13,121,Fulton County,50,75,1564
2011,13,67,Cobb County,22,37,575
2011,13,57,Cherokee County,17,36,948
2011,13,117,Forsyth County,16,32,414
2011,13,217,Newton County,14,28,461
2011,13,63,Clayton County,11,22,161
2011,15,67,Cobb County,425,856,13362
2011,15,57,Cherokee County,183,405,5944
2011,15,223,Paulding County,132,298,4145
2011,15,121,Fulton County,79,137,2156
2011,15,89,Dekalb County,46,76,1534
2011,15,135,Gwinnett County,43,91,1238
2011,15,97,Douglas County,16,38,425
2011,15,45,Carroll County,15,37,448
2011,15,63,Clayton County,15,25,198
2011,45,97,Douglas County,432,926,13341
2011,45,223,Paulding County,184,427,5955
2011,45,67,Cobb County,174,307,5232
2011,45,121,Fulton County,171,287,4874
2011,45,77,Coweta County,96,235,2847
2011,45,89,Dekalb County,75,113,1836
2011,45,135,Gwinnett County,60,131,1748
2011,45,63,Clayton County,37,90,962
2011,45,151,Henry County,34,69,990
2011,45,15,Bartow County,18,31,468
2011,45,57,Cherokee County,17,49,752
2011,45,113,Fayette County,13,25,598
2011,45,139,Hall County,12,24,368
2011,45,117,Forsyth County,11,19,364
2011,45,247,Rockdale County,10,22,317
2011,57,67,Cobb County,1329,2485,50212
2011,57,121,Fulton County,630,1067,29671
2011,57,15,Bartow County,196,417,6494
2011,57,89,Dekalb County,195,304,7531
2011,57,135,Gwinnett County,175,344,6100
2011,57,117,Forsyth County,153,328,7181
2011,57,223,Paulding County,151,327,6331
2011,57,63,Clayton County,45,73,1599
2011,57,97,Douglas County,40,90,1247
2011,57,77,Coweta County,28,43,1182
2011,57,151,Henry County,27,52,760
2011,57,45,Carroll County,20,35,609
2011,57,139,Hall County,20,35,692
2011,57,297,Walton County,15,24,405
2011,57,13,Barrow County,14,28,707
2011,63,121,Fulton County,4023,7905,87879
2011,63,151,Henry County,1608,3610,49081
2011,63,89,Dekalb County,1546,2964,34452
2011,63,67,Cobb County,516,1024,14904
2011,63,135,Gwinnett County,463,1037,11896
2011,63,113,Fayette County,384,944,13154
2011,63,77,Coweta County,170,351,4982
2011,63,255,Spalding County,169,398,4218
2011,63,97,Douglas County,166,341,4351
2011,63,247,Rockdale County,99,218,2957
2011,63,217,Newton County,87,169,2345
2011,63,45,Carroll County,52,106,1204
2011,63,223,Paulding County,52,105,1487
2011,63,57,Cherokee County,41,85,1138
2011,63,297,Walton County,26,57,989
2011,63,15,Bartow County,22,53,652
2011,63,117,Forsyth County,18,40,1001
2011,63,139,Hall County,17,39,493
2011,63,13,Barrow County,15,36,274
2011,67,121,Fulton County,4747,7977,194793
2011,67,89,Dekalb County,1755,2928,64151
2011,67,57,Cherokee County,1682,3317,74419
2011,67,223,Paulding County,1280,2722,46223
2011,67,135,Gwinnett County,1025,1971,33372
2011,67,97,Douglas County,1008,2300,34071
2011,67,63,Clayton County,498,950,11377
2011,67,15,Bartow County,450,924,14372
2011,67,117,Forsyth County,199,437,14809
2011,67,151,Henry County,159,299,5067
2011,67,45,Carroll County,141,286,4502
2011,67,77,Coweta County,106,210,4386
2011,67,113,Fayette County,79,151,4267
2011,67,139,Hall County,74,134,2716
2011,67,247,Rockdale County,66,117,2611
2011,67,217,Newton County,54,106,1277
2011,67,297,Walton County,31,47,873
2011,67,13,Barrow County,30,65,1132
2011,67,255,Spalding County,25,40,817
2011,77,121,Fulton County,423,895,14221
2011,77,113,Fayette County,315,788,13483
2011,77,63,Clayton County,187,594,4744
2011,77,45,Carroll County,162,584,4511
2011,77,67,Cobb County,135,363,5865
2011,77,89,Dekalb County,92,185,2934
2011,77,151,Henry County,70,184,2408
2011,77,135,Gwinnett County,65,169,2315
2011,77,255,Spalding County,59,181,1816
2011,77,97,Douglas County,56,121,2219
2011,77,57,Cherokee County,20,46,749
2011,77,117,Forsyth County,18,24,1109
2011,77,223,Paulding County,16,36,727
2011,77,139,Hall County,13,20,608
2011,89,121,Fulton County,9117,15197,339592
2011,89,135,Gwinnett County,5152,11123,160739
2011,89,67,Cobb County,1772,3107,76504
2011,89,63,Clayton County,1593,3102,35589
2011,89,247,Rockdale County,775,1677,22513
2011,89,151,Henry County,572,1161,20249
2011,89,217,Newton County,444,906,12615
2011,89,97,Douglas County,267,504,7843
2011,89,117,Forsyth County,213,437,14699
2011,89,57,Cherokee County,166,281,7879
2011,89,297,Walton County,117,242,3974
2011,89,113,Fayette County,113,201,4645
2011,89,139,Hall County,106,212,4855
2011,89,77,Coweta County,105,213,3616
2011,89,223,Paulding County,97,144,2804
2011,89,45,Carroll County,86,151,1901
2011,89,13,Barrow County,54,90,1527
2011,89,255,Spalding County,34,54,992
2011,89,15,Bartow County,33,65,1135
2011,97,67,Cobb County,942,2072,28874
2011,97,121,Fulton County,687,1273,19869
2011,97,45,Carroll County,451,930,13733
2011,97,223,Paulding County,359,807,12072
2011,97,89,Dekalb County,227,408,5932
2011,97,63,Clayton County,138,263,3696
2011,97,135,Gwinnett County,128,273,3778
2011,97,77,Coweta County,51,105,1849
2011,97,151,Henry County,42,80,1665
2011,97,57,Cherokee County,36,85,738
2011,97,15,Bartow County,27,67,849
2011,97,113,Fayette County,26,54,664
2011,97,247,Rockdale County,21,49,607
2011,97,117,Forsyth County,18,33,687
2011,97,139,Hall County,15,29,327
2011,97,217,Newton County,14,29,439
2011,97,255,Spalding County,11,22,462
2011,113,77,Coweta County,512,1087,21676
2011,113,121,Fulton County,478,830,18437
2011,113,63,Clayton County,287,642,7383
2011,113,89,Dekalb County,142,220,5849
2011,113,67,Cobb County,138,226,6568
2011,113,151,Henry County,113,234,4098
2011,113,255,Spalding County,75,144,2898
2011,113,135,Gwinnett County,53,95,1833
2011,113,97,Douglas County,20,38,1307
2011,113,45,Carroll County,19,42,666
2011,113,57,Cherokee County,18,34,1794
2011,113,139,Hall County,16,28,788
2011,113,223,Paulding County,12,19,520
2011,117,121,Fulton County,685,1194,36404
2011,117,135,Gwinnett County,374,744,17662
2011,117,139,Hall County,178,363,5699
2011,117,89,Dekalb County,156,253,6775
2011,117,57,Cherokee County,140,294,6869
2011,117,67,Cobb County,135,226,6225
2011,117,223,Paulding County,18,43,772
2011,117,63,Clayton County,15,28,190
2011,117,151,Henry County,15,30,497
2011,117,45,Carroll County,14,25,356
2011,117,15,Bartow County,13,41,399
2011,117,13,Barrow County,12,21,326
2011,121,89,Dekalb County,9039,15106,321253
2011,121,67,Cobb County,4356,7596,187196
2011,121,63,Clayton County,3884,7904,79679
2011,121,135,Gwinnett County,2879,5444,104011
2011,121,117,Forsyth County,1163,2627,82778
2011,121,97,Douglas County,737,1495,19988
2011,121,57,Cherokee County,697,1237,31391
2011,121,151,Henry County,612,1153,19815
2011,121,113,Fayette County,420,911,18627
2011,121,77,Coweta County,348,744,11662
2011,121,247,Rockdale County,207,380,6026
2011,121,223,Paulding County,199,362,6836
2011,121,217,Newton County,162,297,3793
2011,121,139,Hall County,150,258,8592
2011,121,255,Spalding County,102,192,2471
2011,121,45,Carroll County,99,171,2205
2011,121,297,Walton County,70,125,1902
2011,121,15,Bartow County,64,111,2804
2011,121,13,Barrow County,49,82,2434
2011,135,89,Dekalb County,3784,7628,112508
2011,135,121,Fulton County,3035,5499,123095
2011,135,67,Cobb County,1050,1971,38710
2011,135,139,Hall County,753,1650,34573
2011,135,13,Barrow County,637,1357,21384
2011,135,297,Walton County,544,1171,21101
2011,135,117,Forsyth County,504,1121,30119
2011,135,63,Clayton County,364,740,7804
2011,135,247,Rockdale County,206,446,5619
2011,135,151,Henry County,201,438,6783
2011,135,217,Newton County,187,402,5613
2011,135,57,Cherokee County,177,385,8292
2011,135,97,Douglas County,106,221,3239
2011,135,223,Paulding County,72,144,2194
2011,135,77,Coweta County,61,141,2084
2011,135,45,Carroll County,56,127,1467
2011,135,113,Fayette County,48,96,2181
2011,135,15,Bartow County,39,100,1451
2011,135,255,Spalding County,30,44,1069
2011,139,135,Gwinnett County,661,1379,21946
2011,139,121,Fulton County,167,251,6084
2011,139,117,Forsyth County,157,319,5780
2011,139,89,Dekalb County,134,217,4738
2011,139,13,Barrow County,110,229,3311
2011,139,67,Cobb County,52,92,2301
2011,139,57,Cherokee County,39,67,1123
2011,139,297,Walton County,28,59,1255
2011,139,151,Henry County,16,31,630
2011,139,63,Clayton County,13,30,272
2011,139,113,Fayette County,11,20,589
2011,139,45,Carroll County,10,28,481
2011,151,63,Clayton County,1288,2774,32176
2011,151,121,Fulton County,703,1223,20191
2011,151,89,Dekalb County,505,943,15912
2011,151,255,Spalding County,266,580,7757
2011,151,67,Cobb County,207,395,8782
2011,151,135,Gwinnett County,194,416,6913
2011,151,217,Newton County,150,331,4365
2011,151,113,Fayette County,123,286,6350
2011,151,247,Rockdale County,120,246,3804
2011,151,77,Coweta County,95,201,4684
2011,151,97,Douglas County,43,100,1713
2011,151,117,Forsyth County,27,65,1823
2011,151,297,Walton County,27,64,824
2011,151,57,Cherokee County,26,76,1626
2011,151,45,Carroll County,24,45,667
2011,151,223,Paulding County,24,55,820
2011,151,139,Hall County,10,20,461
2011,217,247,Rockdale County,574,1321,16462
2011,217,89,Dekalb County,409,783,10634
2011,217,121,Fulton County,195,337,4888
2011,217,135,Gwinnett County,195,409,5923
2011,217,297,Walton County,185,449,4944
2011,217,151,Henry County,96,203,3459
